Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags
39.115.2,False,False,2979,American Decorative Arts,Curtain knob,Curtain Knob,American or British,,,,,,,,,,,,,,1800–1900,1800,1900,"Brass, glass, wood",Diam. 5 1/4 in. (13.3 cm),"Gift of Mrs. J. Insley Blair, 1939",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2979,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
39.115.3,False,False,2980,American Decorative Arts,Curtain knob,Curtain Knob,American or British,,,,,,,,,,,,,,1800–1900,1800,1900,"Brass, glass, wood",Diam. 5 1/4 in. (13.3 cm),"Gift of Mrs. J. Insley Blair, 1939",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2980,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
63.17.1,False,False,2981,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1850–75,1850,1875,Gilt metal,6 1/16 x 6 1/16 x 9 3/8 in. (15.4 x 15.4 x 23.8 cm),"Rogers Fund, 1963",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2981,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
63.17.2,False,False,2982,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1850–75,1850,1875,Gilt metal,6 1/16 x 6 1/16 x 9 3/8 in. (15.4 x 15.4 x 23.8 cm),"Rogers Fund, 1963",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2982,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
63.17.3,False,False,2983,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1830–50,1830,1850,Gilt metal,6 3/8 x 6 3/8 x 8 9/16 in. (16.2 x 16.2 x 21.7 cm),"Rogers Fund, 1963",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2983,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
63.17.4,False,False,2984,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1830–50,1830,1850,Gilt metal,6 3/8 x 6 3/8 x 8 9/16 in. (16.2 x 16.2 x 21.7 cm),"Rogers Fund, 1963",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2984,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.657,False,True,2985,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2985,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
10.125.658,False,True,2986,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2986,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
10.125.659,False,False,2987,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2987,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.660,False,False,2988,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2988,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.661,False,False,2989,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2989,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.662,False,False,2990,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2990,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.663,False,False,2991,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2991,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.664,False,False,2992,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2992,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
1970.115.1,False,True,2993,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2993,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
1970.115.2,False,True,2994,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2994,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
1970.115.3,False,True,2995,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2995,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
1970.115.4,False,True,2996,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2996,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
1970.115.5,False,True,2997,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2997,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
1970.115.6,False,True,2998,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2998,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
1970.115.7,False,False,2999,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/2999,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
1970.115.8,False,False,3000,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1850,1847,1850,"Brass, gilded alloy",Diam. 3 13/16 in. (9.7 cm),"Purchase, Mrs. Russell Sage Gift, 1970",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3000,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.645,False,True,3001,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3001,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
10.125.646,False,True,3002,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3002,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
10.125.647,False,True,3003,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3003,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers
10.125.648,False,False,3004,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3004,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.649,False,False,3005,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3005,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.650,False,False,3006,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3006,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.651,False,False,3007,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3007,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.652,False,False,3008,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3008,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.653,False,False,3009,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3009,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.654,False,False,3010,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3010,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.655,False,False,3011,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3011,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
10.125.656,False,False,3012,American Decorative Arts,Curtain knob,Curtain Knob,American,,,,,,,,,,,,,,1840–60,1840,1860,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/3012,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
43.131.2,False,True,3013,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1800,1797,1800,Brass,Diam. 3 1/2 in. (8.9 cm),"Rogers Fund, 1943",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3013,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Eagles|Arrows
43.131.3,False,True,3014,American Decorative Arts,Curtain knob,Curtain Knob,,,,,,,,,,,,,,,ca. 1800,1797,1800,Brass,Diam. 3 1/2 in. (8.9 cm),"Rogers Fund, 1943",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3014,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Eagles
24.182.5,False,True,3015,American Decorative Arts,Curtain pole,Curtain Pole,,,,,,,,,,,,,,,1770–1800,1770,1800,"Wood, plaster",H. 75 in. (190.5 cm),"Sage Fund, 1924",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3015,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
24.182.3,False,True,3016,American Decorative Arts,Curtain pole,Curtain Pole,American,,,,,,,,,,,,,,1770–1800,1770,1800,"Wood, plaster",H. 75 in. (190.5 cm); Diam. 2 1/2 in. (6.4 cm),"Sage Fund, 1924",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3016,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
24.182.4,False,True,3017,American Decorative Arts,Curtain pole,Curtain Pole,American,,,,,,,,,,,,,,1770–1800,1770,1800,"Wood, plaster",H. 75 in. (190.5 cm); Diam. 2 1/2 in. (6.4 cm),"Sage Fund, 1924",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/3017,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
1984.22.1,False,False,3018,American Decorative Arts,Curtain pole ends,Curtain Pole End,,,,,,,,,,,,,,,ca. 1830,1827,1830,Wood; Pine,12 x 9 1/2 in. (30.5 x 24.1 cm),"Gift of Harvey Smith, 1984",,,,,,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/3018,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
1984.22.2,False,False,3019,American Decorative Arts,Curtain pole ends,Curtain Pole End,,,,,,,,,,,,,,,ca. 1830,1827,1830,Wood; Pine,12 x 9 1/2 in. (30.5 x 24.1 cm),"Gift of Harvey Smith, 1984",,,,,,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/3019,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
63.17.5,False,True,3020,American Decorative Arts,Tieback,Tieback,American,,,,,,,,,,,,,,1810–25,1810,1825,Bronze,6 3/8 x 2 13/16 in. (16.2 x 7.1 cm),"Rogers Fund, 1963",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3020,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
63.17.6,False,True,3021,American Decorative Arts,Tieback,Tieback,American,,,,,,,,,,,,,,1810–25,1810,1825,Bronze,6 3/8 x 2 13/16 in. (16.2 x 7.1 cm),"Rogers Fund, 1963",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3021,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
68.169.1,False,True,3022,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,ca. 1825,1822,1825,Brass,10 x 4 3/4 in. (25.4 x 12.1 cm),"Purchase, Anonymous Gift, 1968",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3022,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
68.169.2,False,True,3023,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,ca. 1825,1822,1825,Brass,10 x 4 3/4 in. (25.4 x 12.1 cm),"Purchase, Anonymous Gift, 1968",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3023,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
68.169.3,False,True,3024,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,ca. 1825,1822,1825,Brass,10 x 4 3/4 in. (25.4 x 12.1 cm),"Purchase, Anonymous Gift, 1968",(none assigned),,,,"Lisez et propagez nos Annales: ""L'Immacul‚e""",,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3024,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
68.169.4,False,True,3025,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,ca. 1825,1822,1825,Brass,10 x 4 3/4 in. (25.4 x 12.1 cm),"Purchase, Anonymous Gift, 1968",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3025,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
61.135.1,False,False,3026,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,1880–95,1880,1895,"Brass, opaque white glass",8 x 7 1/2 in. (20.3 x 19.1 cm),"Rogers Fund, 1961",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3026,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
61.135.2,False,False,3027,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,1880–95,1880,1895,"Brass, opaque white glass",8 x 7 1/2 in. (20.3 x 19.1 cm),"Rogers Fund, 1961",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3027,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
61.135.3,False,False,3028,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,1880–95,1880,1895,"Brass, opaque white glass",8 x 7 1/2 in. (20.3 x 19.1 cm),"Rogers Fund, 1961",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3028,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
61.135.4,False,False,3029,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,1880–95,1880,1895,"Brass, opaque white glass",8 x 7 1/2 in. (20.3 x 19.1 cm),"Rogers Fund, 1961",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3029,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
61.135.5,False,False,3030,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,1880–95,1880,1895,"Brass, opaque white glass",8 x 7 1/2 in. (20.3 x 19.1 cm),"Rogers Fund, 1961",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3030,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
61.135.6,False,True,3031,American Decorative Arts,Curtain tieback,Curtain Tieback,,,,,,,,,,,,,,,1880–95,1880,1895,"Brass, opaque white glass",8 x 7 1/2 in. (20.3 x 19.1 cm),"Rogers Fund, 1961",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/3031,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects|Flowers|Leaves
1983.206.3,False,True,3032,American Decorative Arts,Cuspidor,Cuspidor,American,,,,,Maker,,United States Pottery Company,1852–58,,United States Pottery Company ,,1852      ,1852      ,1849–56,1849,1856,Mottled brown earthenware,Diam. 6 1/2 in. (16.5 cm),"Gift of Mr. and Mrs. Stanley Herzman, 1983",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3032,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
10.149.186,False,True,3033,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3033,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.187,False,True,3034,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3034,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms|Cups
10.149.188,False,True,3035,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3035,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Coat of Arms|Cups
10.149.189,False,True,3036,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3036,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.190,False,True,3037,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3037,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.191,False,True,3038,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3038,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.192,False,True,3039,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3039,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.193,False,True,3040,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3040,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.194,False,True,3041,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3041,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms|Cups
10.149.195,False,True,3042,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3042,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.196,False,True,3043,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3043,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.197,False,True,3044,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3044,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
10.149.198,False,True,3045,American Decorative Arts,Custard cup,Custard Cup,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 3 1/2 in. (8.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/3045,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Cups
